SJM,Svalbard and Jan Mayen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MYT,Mayotte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CXR,Christmas Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GGY,Guernsey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANT,Netherlands Antilles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COK,Cook Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MTQ,Martinique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAC,"Macau, China",29.6597,30.0823,35.5274,40.4372,40.3612,41.2554,37.589,36.1638,35.7861,32.193600000000004,29.7396,29.8558
TKL,Tokelau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JEY,Jersey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NIU,Niue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VGB,British Virgin Islands,10.96821,10.96371,13.43727,13.36667,13.53707,13.80807,12.99557,12.69938,11.86598,11.73868,10.92088,10.92138
CCK,Cocos (Keeling) Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHN,Saint Helena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HKG,"Hong Kong, China",28.6922,28.9911,31.5357,35.5136,34.5114,36.0175,33.0372,32.0219,31.0061,28.542,26.292,26.1767
GIB,Gibraltar,10.219,10.1394,15.5911,15.233,15.1572,15.4688,14.2899,14.2986,13.2439,14.2283,13.089,13.1696
ABW,Aruba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMU,Bermuda,11.9031,11.8459,15.1576,15.1235,14.9704,15.1748,14.2909,13.7804,13.0904,12.696,11.9268,11.9119
AIA,Anguilla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VIR,United States Virgin Islands,10.89739,10.89332,14.04415,13.94343,14.06239,14.33077,13.48714,13.17742,12.30845,12.15864,11.32536,11.32564
IMN,Isle of Man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PYF,French Polynesia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRI,Puerto Rico,8.51113,8.50466,11.27651,11.24063,11.1919,11.41268,10.74986,10.46247,9.79606,9.61904,8.99648,9.00277
WLF,Wallis and Futuna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FLK,Falkland Islands (Malvinas),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYM,Cayman Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REU,Réunion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GLP,Guadeloupe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
